id,tags
1075,"'moda', 'fast fashion', 'lojas de roupas', 'lingeries', 'customizacao', 'urbanwear', 'festival de musica', 'visita guiada', 'atividade educativa', 'a la carte', 'teatro'"
1076,"'bemestar', 'relaxamento', 'yoga', 'estudio de pilates', 'academia', 'salao de beleza', 'selfservice', 'encontro cultural', 'jantar com musica'"
1077,"'cultura', 'teatro', 'feira de artesanato', 'feira cultural', 'espaco artistico', 'palestra', 'arte urbana', 'experiencia imersiva', 'ponto turistico', 'feira local', 'lgbtq friendly'"
1078,"'evento', 'atividade interativa', 'evento gastronomico', 'evento comunitario', 'evento musical', 'noite de karaoke', 'pizzaria', 'culinaria arabe'"
1079,"'evento', 'evento musical', 'evento tematico', 'noite de karaoke', 'atividade interativa', 'jantar com musica', 'comida caseira', 'moda fitness', 'turismo gastronomico', 'buffet', 'peixaria'"
1080,"'moda', 'lancamento de colecao', 'showrooms', 'lojas de roupas', 'slow fashion', 'tendencias de moda', 'food park', 'atividade interativa', 'hamburgueria'"
1081,"'balada', 'boate', 'festa privada', 'musica eletronica', 'clube noturno', 'evento noturno', 'acougue', 'evento musical', 'praca gastronomica'"
1082,"'entretenimento', 'show', 'festival de cinema', 'arena multiuso', 'musica ao vivo', 'evento musical', 'wifi', 'atividade educativa', 'cuidados pessoais', 'rota turistica', 'oficina cultural'"
1083,"'bemestar', 'estudio de pilates', 'academia', 'massagem', 'centro de estetica', 'spa', 'centro cultural', 'passeio em grupo', 'passeio ao ar livre', 'karaoke', 'atividade recreativa'"
1084,"'bemestar', 'massagem', 'salao de beleza', 'academia', 'barbearia', 'relaxamento', 'feira livre', 'encontro social', 'lgbtq friendly', 'parque publico', 'acao solidaria'"
1085,"'gastronomia', 'emporio gourmet', 'praca gastronomica', 'complexo gastronomico', 'culinaria vegana', 'degustacao', 'tradicional', 'feira livre', 'evento familiar', 'vitrine'"
1086,"'evento', 'evento gastronomico', 'evento musical', 'jantar com musica', 'evento tematico', 'evento comunitario', 'turismo gastronomico', 'coquetelaria', 'atividade recreativa', 'casa de show', 'moda intima'"
1087,"'turismo', 'turismo local', 'turismo cultural', 'turismo gastronomico', 'rota turistica', 'ponto turistico', 'quiosque', 'festival cultural'"
1088,"'balada', 'casa noturna', 'evento noturno', 'noite tematica', 'boate', 'festa privada', 'academia', 'urbanwear', 'praca gastronomica', 'turismo de experiencia', 'quitanda'"
1089,"'balada', 'clube noturno', 'musica eletronica', 'casa de festa', 'boate', 'evento noturno', 'pix', 'festival gastronomico'"
1090,"'compras', 'loja de conveniencia', 'shopping', 'sacolao', 'quitanda', 'hipermercado', 'festival de musica', 'terapias alternativas', 'galeria', 'exposicao', 'culinaria chinesa'"
1091,"'bemestar', 'centro de estetica', 'academia', 'cuidados pessoais', 'barbearia', 'yoga', 'gastro pub', 'evento musical'"
1092,"'entretenimento', 'show', 'musica ao vivo', 'casa de show', 'festival de musica', 'evento musical', 'feira vegana', 'compra de conveniencia', 'evento educacional', 'salao de beleza', 'turismo gastronomico'"
1093,"'gastronomia', 'culinaria arabe', 'buffet', 'culinaria japonesa', 'culinaria mexicana', 'lanchonete', 'arte urbana', 'estacionamento gratis', 'banheiro de genero neutro'"
1094,"'gastronomia', 'comida caseira', 'cantina', 'complexo gastronomico', 'emporio gourmet', 'mercado gastronomico', 'trilha', 'tranquilo', 'moda festa', 'noite de karaoke'"
1095,"'lazer', 'atividade recreativa', 'ciclismo', 'praca', 'esporte', 'passeio em grupo', 'shopping', 'evento gastronomico'"
1096,"'compras', 'armazem', 'mercado', 'mercado vegano', 'shopping', 'loja de conveniencia', 'sofisticado', 'trilha', 'moda festa'"
1097,"'bemestar', 'massagem', 'cuidados pessoais', 'terapias alternativas', 'academia', 'barbearia', 'lgbtq friendly', 'evento de bairro', 'ciclismo'"
1098,"'compras', 'hipermercado', 'supermercado', 'sacolao', 'hortifruti', 'mercado', 'arena multiuso', 'passeio em grupo'"
1099,"'arte', 'exposicao', 'performance artistica', 'performance de rua', 'experiencia imersiva', 'galeria', 'terapias alternativas', 'festival de musica', 'estacionamento gratis', 'armazem'"
1100,"'cultura', 'workshop', 'feira de artesanato', 'palestra', 'feira cultural', 'casa de espetaculo', 'arena multiuso', 'turismo de experiencia', 'quitanda', 'cervejaria'"
1101,"'bar', 'lounge', 'coquetelaria', 'cervejaria', 'adega', 'choperia', 'feira comunitaria', 'musica eletronica', 'minimercado', 'praca recreativa'"
1102,"'bemestar', 'massagem', 'terapias alternativas', 'estudio de pilates', 'academia', 'yoga', 'pet friendly', 'ao ar livre'"
1103,"'balada', 'karaoke', 'casa noturna', 'festa privada', 'casa de festa', 'noite tematica', 'urbanwear', 'acao solidaria'"
